NR_SEQUENCIA;DS_PROC_EXAME;CD_PROCEDIMENTO;CD_PROCEDIMENTO_TUSS;IE_ORIGEM_PROCED;DS_PROC_EXAME_LOC;IE_ORIGEM_PROC_TUSS;DS_PROCEDIMENTO_TUSS;DS_TIPO_UTIL;DS_ORIGEM_PROCED
3533;Estimulação E Mobilização De Células Cd34 Positivas;40403912;;5;Estimulação E Mobilização De Células Cd34 Positivas;8; ;Cirurgicos;CBHPM
3534;Exames Imunohematológicos Em Recém-Nascidos: Tipificação Abo E Rh, Pesquisa De D Fraco Rh(D) E Prova;40403963;;5;Exames Imunohematológicos Em Recém-Nascidos: Tipificação Abo E Rh, Pesquisa De D Fraco Rh(D) E Prova;8; ;Cirurgicos;CBHPM
3535;Exsanguíneo  Transfusão;40403122;;5;Exsanguíneo  Transfusão;8; ;Cirurgicos;CBHPM
3536;Extração De Dna (Sangue, Urina, Líquido Aminiótico, Vilo Trofoblástico Etc.) Por Amostra;40503097;;5;Extração De Dna (Sangue, Urina, Líquido Aminiótico, Vilo Trofoblástico Etc.) Por Amostra;8; ;Cirurgicos;CBHPM
3537;Seqüenciamento Gênico Por Seqüências De Até 500 Pares De Bases;40503100;;5;Seqüenciamento Gênico Por Seqüências De Até 500 Pares De Bases;8; ;Cirurgicos;CBHPM
3538;Ato De Coleta De Paaf De Órgãos Ou Estruturas Profundas Com Deslocamento Do Patologista;40601102;;5;Ato De Coleta De Paaf De Órgãos Ou Estruturas Profundas Com Deslocamento Do Patologista;8; ;Cirurgicos;CBHPM
3539;Ato De Coleta De Paaf De Órgãos Ou Estruturas Profundas Sem Deslocamento Do Patologista;40601080;;5;Ato De Coleta De Paaf De Órgãos Ou Estruturas Profundas Sem Deslocamento Do Patologista;8; ;Cirurgicos;CBHPM
3540;PAAF - Ato De Coleta De Órgãos Superficiais ;40601072;;5;PAAF - ATO DE COLETA DE ORGAOS SUPERFICIAIS ;8; ;Cirurgicos;CBHPM
3541;Ato De Coleta De Paaf De Órgãos Ou Estruturas Superficiais Com Deslocamento Do Patologista;40601099;;5;Ato De Coleta De Paaf De Órgãos Ou Estruturas Superficiais Com Deslocamento Do Patologista;8; ;Cirurgicos;CBHPM
3542;Coloração Especial Por Coloração;40601269;;5;Coloração Especial Por Coloração;8; ;Cirurgicos;CBHPM
3543;Microscopia Eletrônica;40601064;;5;Microscopia Eletrônica;8; ;Cirurgicos;CBHPM
3544;Necrópsia De Adulto/Criança E Natimorto Com Suspeita De Anomalia Genética;40601048;;5;Necrópsia De Adulto/Criança E Natimorto Com Suspeita De Anomalia Genética;8; ;Cirurgicos;CBHPM
3545;Necrópsia De Embrião / Feto Até 500 Gramas;40601056;;5;Necrópsia De Embrião / Feto Até 500 Gramas;8; ;Cirurgicos;CBHPM
3546;Procedimento Diagnóstico Citopatológico Em Meio Líquido;40601323;;5;Procedimento Diagnóstico Citopatológico Em Meio Líquido;8; ;Cirurgicos;CBHPM
3615;Investigação Da Presença De Anti-A Ou Anti-B, Em Soro Ou Plasma De Neonato, Com Métodos Que Incluam ;40403980;;5;Investigação Da Presença De Anti-A Ou Anti-B, Em Soro Ou Plasma De Neonato, Com Métodos Que Incluam ;8; ;Cirurgicos;CBHPM
3616;Nat / Hbv - Por Componente Hemoterápico;40403890;;5;Nat / Hbv - Por Componente Hemoterápico;8; ;Cirurgicos;CBHPM
3617;Nat / Hbv - Por Unidade De Sangue Total;40403904;;5;Nat / Hbv - Por Unidade De Sangue Total;8; ;Cirurgicos;CBHPM
3618;Nat/Hcv Por Componente Hemoterápico;40403262;;5;Nat/Hcv Por Componente Hemoterápico;8; ;Cirurgicos;CBHPM
3619;Nat/Hcv Por Unidade De Sangue Total;40403270;;5;Nat/Hcv Por Unidade De Sangue Total;8; ;Cirurgicos;CBHPM
3620;Nat/Hiv Por Componente Hemoterápico;40403289;;5;Nat/Hiv Por Componente Hemoterápico;8; ;Cirurgicos;CBHPM
3621;Nat/Hiv Por Unidade De Sangue Total;40403297;;5;Nat/Hiv Por Unidade De Sangue Total;8; ;Cirurgicos;CBHPM
3622;Operação De Processadora Automática De Sangue Em Aférese;40403300;;5;Operação De Processadora Automática De Sangue Em Aférese;8; ;Cirurgicos;CBHPM
3623;Operação De Processadora Automática De Sangue Em Autotransfusão Intra-Operatória;40403319;;5;Operação De Processadora Automática De Sangue Em Autotransfusão Intra-Operatória;8; ;Cirurgicos;CBHPM
3624;Pesquisa De Anticorpos Séricos Antieritrocitários, Anti-A E/Ou Anti-B;40403335;;5;Pesquisa De Anticorpos Séricos Antieritrocitários, Anti-A E/Ou Anti-B;8; ;Cirurgicos;CBHPM
3625;Procedimento Diagnóstico Em Lâminas De Paaf Até 5;40601250;;5;Procedimento Diagnóstico Em Lâminas De Paaf Até 5;8; ;Cirurgicos;CBHPM
3626;"""Procedimento Diagnóstico Em Painel De Hibridização """"In Situ""""""";40601285;;5;"""Procedimento Diagnóstico Em Painel De Hibridização """"In Situ""""""";8; ;Cirurgicos;CBHPM
3627;Procedimento Diagnóstico Em Painel De Imunoistoquímica (Duas A Cinco Reações);40601170;;5;Procedimento Diagnóstico Em Painel De Imunoistoquímica (Duas A Cinco Reações);8; ;Cirurgicos;CBHPM
3628;Procedimento Diagnóstico Em Peça Anatômica Ou Cirúrgica Simples;40601200;;5;Procedimento Diagnóstico Em Peça Anatômica Ou Cirúrgica Simples;8; ;Cirurgicos;CBHPM
3629;Procedimento Diagnóstico Em Peça Cirúrgica Ou Anatômica Complexa;40601218;;5;Procedimento Diagnóstico Em Peça Cirúrgica Ou Anatômica Complexa;8; ;Cirurgicos;CBHPM
3630;Procedimento Diagnóstico Em Reação Imunoistoquímica Isolada;40601188;;5;Procedimento Diagnóstico Em Reação Imunoistoquímica Isolada;8; ;Cirurgicos;CBHPM
3631;Procedimento Diagnóstico Em Revisão De Lâminas Ou Cortes Histológicos Seriados;40601153;;5;Procedimento Diagnóstico Em Revisão De Lâminas Ou Cortes Histológicos Seriados;8; ;Cirurgicos;CBHPM
3632;Procedimento Diagnóstico Peroperatório - Peça Adicional Ou Margem Cirúrgica;40601021;;5;Procedimento Diagnóstico Peroperatório - Peça Adicional Ou Margem Cirúrgica;8; ;Cirurgicos;CBHPM
3633;Procedimento Diagnóstico Peroperatório Com Deslocamento Do Patologista;40601030;;5;Procedimento Diagnóstico Peroperatório Com Deslocamento Do Patologista;8; ;Cirurgicos;CBHPM
3634;Procedimento Diagnóstico Peroperatório Sem Deslocamento Do Patologista;40601013;;5;Procedimento Diagnóstico Peroperatório Sem Deslocamento Do Patologista;8; ;Cirurgicos;CBHPM
3635;Procedimento Diagnóstico Por Captura Híbrida;40601293;;5;Procedimento Diagnóstico Por Captura Híbrida;8; ;Cirurgicos;CBHPM
3636;Angiografia Radioisotópica;40701018;;5;Angiografia Radioisotópica;8; ;Cirurgicos;CBHPM
3637;Cintilografia Com Hemácias Marcadas;40701026;;5;Cintilografia Com Hemácias Marcadas;8; ;Cirurgicos;CBHPM
3638;Cintilografia Do Miocárdio Com Duplo Isótopo (Perfusão + Viabilidade);40701034;;5;Cintilografia Do Miocárdio Com Duplo Isótopo (Perfusão + Viabilidade);8; ;Cirurgicos;CBHPM
3639;Cintilografia Do Miocárdio Com Fdg-18 F, Em Câmara Híbrida;40701042;;5;Cintilografia Do Miocárdio Com Fdg-18 F, Em Câmara Híbrida;8; ;Cirurgicos;CBHPM
3640;Cintilografia Do Miocárdio Necrose (Infarto Agudo);40701050;;5;Cintilografia Do Miocárdio Necrose (Infarto Agudo);8; ;Cirurgicos;CBHPM
3641;Cintilografia Do Miocárdio Perfusão - Estresse Farmacológico;40701131;;5;Cintilografia Do Miocárdio Perfusão - Estresse Farmacológico;8; ;Cirurgicos;CBHPM
3642;Cintilografia Do Miocárdio Perfusão - Estresse Físico;40701140;;5;Cintilografia Do Miocárdio Perfusão - Estresse Físico;8; ;Cirurgicos;CBHPM
3643;Cintilografia Do Miocárdio Perfusão - Repouso;40701069;;5;Cintilografia Do Miocárdio Perfusão - Repouso;8; ;Cirurgicos;CBHPM
3644;Cintilografia Sincronizada Das Câmaras Cardíacas - Esforço;40701077;;5;Cintilografia Sincronizada Das Câmaras Cardíacas - Esforço;8; ;Cirurgicos;CBHPM
3645;Cintilografia Sincronizada Das Câmaras Cardíacas - Repouso;40701085;;5;Cintilografia Sincronizada Das Câmaras Cardíacas - Repouso;8; ;Cirurgicos;CBHPM
3646;Fluxo Sanguíneo Das Extremidades;40701093;;5;Fluxo Sanguíneo Das Extremidades;8; ;Cirurgicos;CBHPM
3647;"""Quantificação De """"Shunt"""" Da Direita Para A Esquerda""";40701107;;5;"""Quantificação De """"Shunt"""" Da Direita Para A Esquerda""";8; ;Cirurgicos;CBHPM
3648;"""Quantificação De """"Shunt"""" Periférico""";40701115;;5;"""Quantificação De """"Shunt"""" Periférico""";8; ;Cirurgicos;CBHPM
3649;Venografia Radioisotópica;40701123;;5;Venografia Radioisotópica;8; ;Cirurgicos;CBHPM
3650;Cintilografia Das Glândulas Salivares Com Ou Sem Estímulo;40702014;;5;Cintilografia Das Glândulas Salivares Com Ou Sem Estímulo;8; ;Cirurgicos;CBHPM
3651;Cintilografia Do Fígado E Do Baço;40702022;;5;Cintilografia Do Fígado E Do Baço;8; ;Cirurgicos;CBHPM
3652;Trânsito E Morfologia Do Delgado;40806065;;5;Trânsito E Morfologia Do Delgado;8; ;Cirurgicos;CBHPM
3653;Videodeglutograma;40806022;;5;Videodeglutograma;8; ;Cirurgicos;CBHPM
3654;Pielografia Ascendente;40807029;;5;Pielografia Ascendente;8; ;Cirurgicos;CBHPM
3655;Tomografia Renal Sem Contraste;40807070;;5;Tomografia Renal Sem Contraste;8; ;Cirurgicos;CBHPM
3656;Uretrocistografia De Adulto;40807053;;5;Uretrocistografia De Adulto;8; ;Cirurgicos;CBHPM
3657;Uretrocistografia De Criança (Até 12 Anos);40807061;;5;Uretrocistografia De Criança (Até 12 Anos);8; ;Cirurgicos;CBHPM
3658;Urografia Venosa Com Bexiga Pré E Pós-Miccional;40807010;;5;Urografia Venosa Com Bexiga Pré E Pós-Miccional;8; ;Cirurgicos;CBHPM
3659;Urografia Venosa Com Nefrotomografia;40807045;;5;Urografia Venosa Com Nefrotomografia;8; ;Cirurgicos;CBHPM
3660;Urografia Venosa Minutada 1-2-3;40807037;;5;Urografia Venosa Minutada 1-2-3;8; ;Cirurgicos;CBHPM
3661;Abdome Agudo;40808025;;5;Abdome Agudo;8; ;Cirurgicos;CBHPM
3662;Abdome Simples;40808017;;5;Abdome Simples;8; ;Cirurgicos;CBHPM
3663;Ampliação Ou Magnificação De Lesão Mamária;40808050;;5;Ampliação Ou Magnificação De Lesão Mamária;8; ;Cirurgicos;CBHPM
3664;Avaliação De Fraturas Vertebrais Por Dxa;40808157;;5;Avaliação De Fraturas Vertebrais Por Dxa;8; ;Cirurgicos;CBHPM
3665;Biópsia Percutânea De Fragmento Mamário (Core Biopsy) Orientada Por Us Ou Rx - Agulha Grossa;40808092;;5;Biópsia Percutânea De Fragmento Mamário (Core Biopsy) Orientada Por Us Ou Rx - Agulha Grossa;8; ;Cirurgicos;CBHPM
3666;Densitometria Óssea - Corpo Inteiro (Avaliação De Massa Óssea Ou De Composição Corporal);40808149;;5;Densitometria Óssea - Corpo Inteiro (Avaliação De Massa Óssea Ou De Composição Corporal);8; ;Cirurgicos;CBHPM
3667;Densitometria Óssea - Rotina: Coluna E Fêmur (Ou Dois Segmentos);40808130;;5;Densitometria Óssea - Rotina: Coluna E Fêmur (Ou Dois Segmentos);8; ;Cirurgicos;CBHPM
3668;Densitometria Óssea (Um Segmento);40808122;;5;Densitometria Óssea (Um Segmento);8; ;Cirurgicos;CBHPM
3669;Esqueleto (Incidências Básicas De: Crânio, Coluna, Bacia E Membros);40808114;;5;Esqueleto (Incidências Básicas De: Crânio, Coluna, Bacia E Membros);8; ;Cirurgicos;CBHPM
3670;Mamografia Convencional Bilateral;40808033;;5;Mamografia Convencional Bilateral;8; ;Cirurgicos;CBHPM
3671;Core Biopsy Guiada;40808254;;4;CORE BIOPSY GUIADA;8; ;Outros;Próprio
3672;Mamotomia Por Estereotaxia Ou Us;40808106;;5;Mamotomia Por Estereotaxia Ou Us;8; ;Cirurgicos;CBHPM
3673;Marcação Pré-Cirúrgica Por Estereotaxia, Orientada Por Imagem - Por Mama (Já Inclui Exame De Base);40808068;;5;Marcação Pré-Cirúrgica Por Estereotaxia, Orientada Por Imagem - Por Mama (Já Inclui Exame De Base);8; ;Cirurgicos;CBHPM
3674;Planigrafia De Osso;40808165;;5;Planigrafia De Osso;8; ;Cirurgicos;CBHPM
3675;Punção Ou Biópsia Mamária Percutânea Por Agulha Fina Orientada Por Imagem (Já Inclui O Exame De Base;40808084;;5;Punção Ou Biópsia Mamária Percutânea Por Agulha Fina Orientada Por Imagem (Já Inclui O Exame De Base;8; ;Cirurgicos;CBHPM
3547;Procedimento Diagnóstico Citopatológico Oncótico De Líquidos E Raspados Cutâneos;40601129;;5;Procedimento Diagnóstico Citopatológico Oncótico De Líquidos E Raspados Cutâneos;8; ;Cirurgicos;CBHPM
3548;Procedimento Diagnóstico Em Amputação De Membros - Causa Oncológica;40601242;;5;Procedimento Diagnóstico Em Amputação De Membros - Causa Oncológica;8; ;Cirurgicos;CBHPM
3549;Procedimento Diagnóstico Em Amputação De Membros Sem Causa Oncológica;40601234;;5;Procedimento Diagnóstico Em Amputação De Membros Sem Causa Oncológica;8; ;Cirurgicos;CBHPM
3550;Procedimento Diagnóstico Em Biópsia Simples 'Imprint' E 'Cell Block';40601110;;5;PROCEDIMENTO DIAGNOSTICO EM BIOPSIA SIMPLES 'IMPRINT' E 'CELL BLOCK';8; ;Cirurgicos;CBHPM
3551;Procedimento Diagnóstico Em Citologia Hormonal Isolada;40601161;;5;Procedimento Diagnóstico Em Citologia Hormonal Isolada;8; ;Cirurgicos;CBHPM
3552;Procedimento Diagnóstico Em Citologia Hormonal Seriado;40601145;;5;Procedimento Diagnóstico Em Citologia Hormonal Seriado;8; ;Cirurgicos;CBHPM
3553;Procedimento Diagnóstico Em Citometria De Fluxo (Por Monoclonal Pesquisado);40601307;;5;Procedimento Diagnóstico Em Citometria De Fluxo (Por Monoclonal Pesquisado);8; ;Cirurgicos;CBHPM
3554;Procedimento Diagnóstico Em Citometria De Imagens;40601315;;5;Procedimento Diagnóstico Em Citometria De Imagens;8; ;Cirurgicos;CBHPM
3555;Procedimento Diagnóstico Em Citopatologia Cérvico-Vaginal Oncótica;40601137;;5;Procedimento Diagnóstico Em Citopatologia Cérvico-Vaginal Oncótica;8; ;Cirurgicos;CBHPM
3556;Procedimento Diagnóstico Em Fragmentos Múltiplos De Biópsias De Mesmo Órgão Ou Topografia, Acondicio;40601196;;5;Procedimento Diagnóstico Em Fragmentos Múltiplos De Biópsias De Mesmo Órgão Ou Topografia, Acondicio;8; ;Cirurgicos;CBHPM
3557;Procedimento Diagnóstico Em Grupos De Linfonodos, Estruturas Vizinhas E Margens De Peças Anatômicas ;40601226;;5;Procedimento Diagnóstico Em Grupos De Linfonodos, Estruturas Vizinhas E Margens De Peças Anatômicas ;8; ;Cirurgicos;CBHPM
3558;Procedimento Diagnóstico Em Imunofluorescência;40601277;;5;Procedimento Diagnóstico Em Imunofluorescência;8; ;Cirurgicos;CBHPM
3559;Articulação Acromioclavicular;40803066;;5;Articulação Acromioclavicular;8; ;Cirurgicos;CBHPM
3560;Articulação Escapuloumeral (Ombro);40803074;;5;Articulação Escapuloumeral (Ombro);8; ;Cirurgicos;CBHPM
3561;Articulação Esternoclavicular;40803023;;5;Articulação Esternoclavicular;8; ;Cirurgicos;CBHPM
3562;Braço;40803082;;5;Braço;8; ;Cirurgicos;CBHPM
3563;Clavícula;40803040;;5;Clavícula;8; ;Cirurgicos;CBHPM
3564;Costelas - Por Hemitórax;40803031;;5;Costelas - Por Hemitórax;8; ;Cirurgicos;CBHPM
3565;Cotovelo;40803090;;5;Cotovelo;8; ;Cirurgicos;CBHPM
3566;Esterno;40803015;;5;Esterno;8; ;Cirurgicos;CBHPM
3567;Incidência Adicional De Membro Superior;40803147;;5;Incidência Adicional De Membro Superior;8; ;Cirurgicos;CBHPM
3568;Mão Ou Quirodáctilo;40803120;;5;Mão Ou Quirodáctilo;8; ;Cirurgicos;CBHPM
3569;Mãos E Punhos Para Idade Óssea;40803139;;5;Mãos E Punhos Para Idade Óssea;8; ;Cirurgicos;CBHPM
3570;Omoplata Ou Escápula;40803058;;5;Omoplata Ou Escápula;8; ;Cirurgicos;CBHPM
3571;Punho;40803112;;5;Punho;8; ;Cirurgicos;CBHPM
3572;Bacia;40804011;;5;Bacia;8; ;Cirurgicos;CBHPM
3573;Articulações Sacroilíacas;40804020;;5;Articulações Sacroilíacas;8; ;Cirurgicos;CBHPM
3574;Articulação Coxofemoral (Quadril);40804038;;5;Articulação Coxofemoral (Quadril);8; ;Cirurgicos;CBHPM
3575;Coxa;40804046;;5;Coxa;8; ;Cirurgicos;CBHPM
3576;Joelho;40804054;;5;Joelho;8; ;Cirurgicos;CBHPM
3577;Patela;40804062;;5;Patela;8; ;Cirurgicos;CBHPM
3578;Perna;40804070;;5;Perna;8; ;Cirurgicos;CBHPM
3579;Articulação Tibiotársica (Tornozelo);40804089;;5;Articulação Tibiotársica (Tornozelo);8; ;Cirurgicos;CBHPM
3580;Pé Ou Pododáctilo;40804097;;5;Pé Ou Pododáctilo;8; ;Cirurgicos;CBHPM
3581;Calcâneo;40804100;;5;Calcâneo;8; ;Cirurgicos;CBHPM
3582;Escanometria;40804119;;5;Escanometria;8; ;Cirurgicos;CBHPM
3583;Panorâmica Dos Membros Inferiores;40804127;;5;Panorâmica Dos Membros Inferiores;8; ;Cirurgicos;CBHPM
3584;Incidência Adicional De Membro Inferior;40804135;;5;Incidência Adicional De Membro Inferior;8; ;Cirurgicos;CBHPM
3585;Coração E Vasos Da Base;40805050;;5;Coração E Vasos Da Base;8; ;Cirurgicos;CBHPM
3586;Laringe Ou Hipofaringe Ou Pescoço (Partes Moles);40805077;;5;Laringe Ou Hipofaringe Ou Pescoço (Partes Moles);8; ;Cirurgicos;CBHPM
3587;Planigrafia De Tórax, Mediastino Ou Laringe;40805069;;5;Planigrafia De Tórax, Mediastino Ou Laringe;8; ;Cirurgicos;CBHPM
3588;Tórax - 1 Incidência;40805018;;5;Tórax - 1 Incidência;8; ;Cirurgicos;CBHPM
3589;Tórax - 2 Incidências;40805026;;5;Tórax - 2 Incidências;8; ;Cirurgicos;CBHPM
3590;Tórax - 3 Incidências;40805034;;5;Tórax - 3 Incidências;8; ;Cirurgicos;CBHPM
3591;Tórax - 4 Incidências;40805042;;5;Tórax - 4 Incidências;8; ;Cirurgicos;CBHPM
3592;Clister Ou Enema Opaco (Duplo Contraste);40806081;;5;Clister Ou Enema Opaco (Duplo Contraste);8; ;Cirurgicos;CBHPM
3593;Colangiografia Intra-Operatória;40806103;;5;Colangiografia Intra-Operatória;8; ;Cirurgicos;CBHPM
3594;Colangiografia Pós-Operatória (Pelo Dreno);40806111;;5;Colangiografia Pós-Operatória (Pelo Dreno);8; ;Cirurgicos;CBHPM
3595;Defecograma;40806090;;5;Defecograma;8; ;Cirurgicos;CBHPM
3596;Deglutograma;40806014;;5;Deglutograma;8; ;Cirurgicos;CBHPM
3597;Esôfago;40806030;;5;Esôfago;8; ;Cirurgicos;CBHPM
3598;Esôfago - Hiato - Estômago E Duodeno;40806057;;5;Esôfago - Hiato - Estômago E Duodeno;8; ;Cirurgicos;CBHPM
3599;Estômago E Duodeno;40806049;;5;Estômago E Duodeno;8; ;Cirurgicos;CBHPM
3600;Estudo Do Delgado Com Duplo Contraste;40806073;;5;Estudo Do Delgado Com Duplo Contraste;8; ;Cirurgicos;CBHPM
3601;Fenotipagem De Outros Sistemas Eritrocitários - Por Fenótipo;40403130;;5;Fenotipagem De Outros Sistemas Eritrocitários - Por Fenótipo;8; ;Cirurgicos;CBHPM
3602;Fenotipagem De Outros Sistemas Eritrocitários - Por Fenótipo - Gel Teste;40403149;;5;Fenotipagem De Outros Sistemas Eritrocitários - Por Fenótipo - Gel Teste;8; ;Cirurgicos;CBHPM
3603;Fenotipagem Do Sistema Rh-Hr (D, C, E, C E C) Gel Teste;40403157;;5;Fenotipagem Do Sistema Rh-Hr (D, C, E, C E C) Gel Teste;8; ;Cirurgicos;CBHPM
3604;Fenotipagem Do Sistema Rh-Hr (D, C, E, C, E);40403165;;5;Fenotipagem Do Sistema Rh-Hr (D, C, E, C, E);8; ;Cirurgicos;CBHPM
3605;Grupo Sanguíneo Abo E Rh;40403173;;5;Grupo Sanguíneo Abo E Rh;8; ;Cirurgicos;CBHPM
3606;Grupo Sanguíneo Abo E Rh - Gel Teste;40403181;;5;Grupo Sanguíneo Abo E Rh - Gel Teste;8; ;Cirurgicos;CBHPM
3607;Identificação De Anticorpos Séricos Irregulares Antieritrocitários - Método De Eluição;40403190;;5;Identificação De Anticorpos Séricos Irregulares Antieritrocitários - Método De Eluição;8; ;Cirurgicos;CBHPM
3608;Identificação De Anticorpos Séricos Irregulares Antieritrocitários - Painel De Hemácias Enzimático;40403203;;5;Identificação De Anticorpos Séricos Irregulares Antieritrocitários - Painel De Hemácias Enzimático;8; ;Cirurgicos;CBHPM
3609;Identificação De Anticorpos Séricos Irregulares Antieritrocitários C/ Painel De Hemácias;40403211;;5;Identificação De Anticorpos Séricos Irregulares Antieritrocitários C/ Painel De Hemácias;8; ;Cirurgicos;CBHPM
3610;Identificação De Anticorpos Séricos Irregulares Antieritrocitários C/ Painel De Hemácias Tratadas Po;40403220;;5;Identificação De Anticorpos Séricos Irregulares Antieritrocitários C/ Painel De Hemácias Tratadas Po;8; ;Cirurgicos;CBHPM
3611;Identificação De Anticorpos Séricos Irregulares Antieritrocitários Com Painel De Hemácias - Gel Liss;40403238;;5;Identificação De Anticorpos Séricos Irregulares Antieritrocitários Com Painel De Hemácias - Gel Liss;8; ;Cirurgicos;CBHPM
3612;Imunofenotipagem De Subpopulações Linfocitárias - Citômetro De Fluxo;40403246;;5;Imunofenotipagem De Subpopulações Linfocitárias - Citômetro De Fluxo;8; ;Cirurgicos;CBHPM
3613;Imunofenotipagem Para Classificação De Leucemias - Citômetro De Fluxo;40403254;;5;Imunofenotipagem Para Classificação De Leucemias - Citômetro De Fluxo;8; ;Cirurgicos;CBHPM
3614;Imuno-Hematológicos: Tipificação Abo, Incluindo Tipagem Reversa E Determinação Do Fator Rh (D), Incl;40403971;;5;Imuno-Hematológicos: Tipificação Abo, Incluindo Tipagem Reversa E Determinação Do Fator Rh (D), Incl;8; ;Cirurgicos;CBHPM
3459;Ensaios Enzimáticos Em Leucócitos, Eritrócitos Ou Tecidos Para Diagnóstico De Eim, Incluindo Preparo;40502112;;5;Ensaios Enzimáticos Em Leucócitos, Eritrócitos Ou Tecidos Para Diagnóstico De Eim, Incluindo Preparo;8; ;Cirurgicos;CBHPM
3460;Ensaios Enzimáticos No Plasma Para Diagnóstico De Eim, Incluindo Enzima De Referência (Cada);40502120;;5;Ensaios Enzimáticos No Plasma Para Diagnóstico De Eim, Incluindo Enzima De Referência (Cada);8; ;Cirurgicos;CBHPM
3461;Marcadores Bioquímicos Extras, Além De Bhcg, Afp E Papp-A, Para Avaliação Do Risco Fetal, Por Marcad;40502015;;5;Marcadores Bioquímicos Extras, Além De Bhcg, Afp E Papp-A, Para Avaliação Do Risco Fetal, Por Marcad;8; ;Cirurgicos;CBHPM
3462;Teste Duplo - 1 Trimestre (Papp-A+Beta-Hcg) Ou Outros 2 Em Soro Ou Líquido Aminiótico Com Elaboração;40502139;;5;Teste Duplo - 1 Trimestre (Papp-A+Beta-Hcg) Ou Outros 2 Em Soro Ou Líquido Aminiótico Com Elaboração;8; ;Cirurgicos;CBHPM
3463;Teste Duplo - 2 Trimestre (Afp+Beta-Hcg) Ou Outros 2 Em Soro Ou Líquido Aminiótico Com Elaboração De;40502147;;5;Teste Duplo - 2 Trimestre (Afp+Beta-Hcg) Ou Outros 2 Em Soro Ou Líquido Aminiótico Com Elaboração De;8; ;Cirurgicos;CBHPM
3464;Teste Triplo (Afp+Beta-Hcg+Estriol) Ou Outros 3 Em Soro Ou Líquido Aminiótico Com Elaboração De Laud;40502155;;5;Teste Triplo (Afp+Beta-Hcg+Estriol) Ou Outros 3 Em Soro Ou Líquido Aminiótico Com Elaboração De Laud;8; ;Cirurgicos;CBHPM
3465;Testes Químicos De Triagem Em Urina Para Erros Inatos Do Metabolismo (Cada);40502163;;5;Testes Químicos De Triagem Em Urina Para Erros Inatos Do Metabolismo (Cada);8; ;Cirurgicos;CBHPM
3466;Análise De Dna Com Enzimas De Restrição Por Enzima Utilizada, Por Amostra;40503011;;5;Análise De Dna Com Enzimas De Restrição Por Enzima Utilizada, Por Amostra;8; ;Cirurgicos;CBHPM
3467;Análise De Dna Fetal Por Enzima De Restrição, Por Enzima Utilizada, Por Amostra (Adicional Nos Exame;40503020;;5;Análise De Dna Fetal Por Enzima De Restrição, Por Enzima Utilizada, Por Amostra (Adicional Nos Exame;8; ;Cirurgicos;CBHPM
3468;Análise De Dna Fetal Por Sonda Ou Pcr Por Locus, Por Amostra;40503038;;5;Análise De Dna Fetal Por Sonda Ou Pcr Por Locus, Por Amostra;8; ;Cirurgicos;CBHPM
3469;Análise De Dna Pela Técnica Multiplex Por Locus Extra, Por Amostra;40503046;;5;Análise De Dna Pela Técnica Multiplex Por Locus Extra, Por Amostra;8; ;Cirurgicos;CBHPM
3470;Análise De Dna Pela Técnica Multiplex Por Locus, Por Amostra;40503054;;5;Análise De Dna Pela Técnica Multiplex Por Locus, Por Amostra;8; ;Cirurgicos;CBHPM
3471;Análise De Dna Por Sonda, Ou Pcr Por Locus, Por Amostra;40503062;;5;Análise De Dna Por Sonda, Ou Pcr Por Locus, Por Amostra;8; ;Cirurgicos;CBHPM
3472;Diagnóstico Genético Pré-Implantação Por Dna, Por Sonda De Fish Ou Por Primer De Pcr, Por Amostra;40503070;;5;Diagnóstico Genético Pré-Implantação Por Dna, Por Sonda De Fish Ou Por Primer De Pcr, Por Amostra;8; ;Cirurgicos;CBHPM
3473;Extração De Dna (Osso) Por Amostra;40503089;;5;Extração De Dna (Osso) Por Amostra;8; ;Cirurgicos;CBHPM
3474;Tratamento De Metástases Ósseas (Estrôncio-90);40710076;;5;Tratamento De Metástases Ósseas (Estrôncio-90);8; ;Cirurgicos;CBHPM
3475;Tratamento De Metástases Ósseas (Samário-153);40710084;;5;Tratamento De Metástases Ósseas (Samário-153);8; ;Cirurgicos;CBHPM
3476;Tratamento De Tumores Neuroendócrinos;40710092;;5;Tratamento De Tumores Neuroendócrinos;8; ;Cirurgicos;CBHPM
3477;Dacriocintilografia;40711013;;5;Dacriocintilografia;8; ;Cirurgicos;CBHPM
3478;Imunocintilografia (Anticorpos Monoclonais);40711021;;5;Imunocintilografia (Anticorpos Monoclonais);8; ;Cirurgicos;CBHPM
3479;Adenóides Ou Cavum;40801128;;5;Adenóides Ou Cavum;8; ;Cirurgicos;CBHPM
3480;Arcada Dentária (Por Arcada);40801160;;5;Arcada Dentária (Por Arcada);8; ;Cirurgicos;CBHPM
3481;Arcos Zigomáticos Ou Malar Ou Apófises Estilóides;40801101;;5;Arcos Zigomáticos Ou Malar Ou Apófises Estilóides;8; ;Cirurgicos;CBHPM
3482;Articulação Temporomandibular - Bilateral;40801110;;5;Articulação Temporomandibular - Bilateral;8; ;Cirurgicos;CBHPM
3483;Crânio - 2 incidências PA - LAT;40801012;;5;CRANIO - 2 INCIDENCIAS PA - LAT;8; ;Cirurgicos;CBHPM
3484;Crânio - 3 Incidências;40801020;;5;Crânio - 3 Incidências;8; ;Cirurgicos;CBHPM
